sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,is_recid,African-American,Asian,Caucasian,Hispanic,Native American,Other,probability
0,23,0,0,2,0,1,0,0,0,1,0,0,0.2316666666666667
0,32,0,0,0,1,0,0,0,0,0,0,1,0.7325
1,59,0,0,2,0,0,0,0,1,0,0,0,0.13
1,22,0,0,2,0,1,0,0,1,0,0,0,0.36883333333333324
1,30,0,0,7,1,0,0,0,1,0,0,0,0.7916904761904763
0,37,0,0,4,1,1,0,0,0,0,0,1,0.5675
0,53,0,0,9,0,1,0,0,0,1,0,0,0.795
0,26,0,0,1,0,1,1,0,0,0,0,0,0.6226666666666667
1,35,0,0,6,0,1,1,0,0,0,0,0,0.555
0,22,0,0,2,1,1,0,0,1,0,0,0,0.6775
0,60,0,0,0,0,0,0,0,0,1,0,0,0.07
0,26,0,0,5,0,1,1,0,0,0,0,0,0.49374458874458865
0,38,0,0,1,0,1,1,0,0,0,0,0,0.7216666666666666
0,26,0,0,1,0,1,1,0,0,0,0,0,0.6226666666666667
1,25,0,0,0,0,0,0,0,0,1,0,0,0.27699999999999997
0,23,0,0,1,0,0,1,0,0,0,0,0,0.48953122531063736
0,55,0,0,1,1,0,0,0,1,0,0,0,0.06416666666666666
0,20,0,0,0,0,1,0,0,1,0,0,0,0.5016702741702743
0,63,0,0,1,1,0,0,0,1,0,0,0,0.1708333333333333
0,26,0,0,9,1,1,0,0,1,0,0,0,0.8575
0,23,0,0,1,1,0,0,0,0,1,0,0,0.3863333333333334
0,56,0,0,0,1,0,0,0,1,0,0,0,0.04566666666666666
0,43,0,0,1,1,1,0,0,0,1,0,0,0.06233333333333333
1,47,0,0,0,1,0,0,0,0,1,0,0,0.015
0,47,0,0,3,0,0,0,0,1,0,0,0,0.26233333333333336
0,23,0,0,2,0,1,1,0,0,0,0,0,0.8156944444444444
1,54,0,0,7,0,0,1,0,0,0,0,0,0.1
0,53,0,0,0,0,1,0,0,1,0,0,0,0.04
0,46,0,0,7,0,1,0,0,1,0,0,0,0.37183333333333335
0,24,0,0,0,0,0,1,0,0,0,0,0,0.32248195432018945
0,35,0,0,7,0,1,1,0,0,0,0,0,0.22
0,36,2,0,5,0,0,1,0,0,0,0,0,0.47
0,39,0,0,2,0,0,0,0,1,0,0,0,0.22202380952380948
0,28,0,0,3,0,0,0,0,1,0,0,0,0.11833333333333335
0,31,0,0,6,0,0,0,0,1,0,0,0,0.87
0,61,0,0,0,0,0,0,0,0,1,0,0,0.13
0,25,0,0,7,0,1,1,0,0,0,0,0,0.924952380952381
0,21,0,0,0,1,1,1,0,0,0,0,0,0.6257888222888222
0,23,0,0,0,1,0,1,0,0,0,0,0,0.3263095238095237
1,25,0,0,4,0,1,1,0,0,0,0,0,0.9525
0,38,0,0,0,0,0,0,0,1,0,0,0,0.07090476190476191
0,49,0,0,3,0,1,1,0,0,0,0,0,0.02
0,32,0,0,4,0,1,1,0,0,0,0,0,1.0
1,52,0,0,6,0,0,0,0,1,0,0,0,0.51
1,47,0,0,7,0,1,1,0,0,0,0,0,0.4666666666666666
0,59,0,0,1,0,0,1,0,0,0,0,0,0.11416666666666667
0,26,0,0,2,0,0,1,0,0,0,0,0,0.8063647186147185
0,24,0,1,2,1,0,1,0,0,0,0,0,0.8014999999999999
0,22,0,0,0,0,1,1,0,0,0,0,0,0.5893349689804467
0,31,0,0,0,0,1,1,0,0,0,0,0,0.378095238095238
0,49,0,0,11,1,1,1,0,0,0,0,0,0.7759999999999999
0,55,0,0,0,1,0,0,0,1,0,0,0,0.01
0,26,0,0,0,1,0,1,0,0,0,0,0,0.5134653679653679
0,32,0,0,6,0,0,0,0,1,0,0,0,0.88
0,56,0,0,12,0,1,1,0,0,0,0,0,0.67
0,26,0,0,2,0,1,1,0,0,0,0,0,0.8063647186147185
0,33,0,0,14,0,1,1,0,0,0,0,0,0.4
0,41,0,0,2,1,0,0,0,1,0,0,0,0.04
1,24,0,0,0,0,0,0,0,1,0,0,0,0.03
0,52,0,0,4,1,0,1,0,0,0,0,0,0.53
0,22,0,0,0,1,0,1,0,0,0,0,0,0.22524437988911664
0,22,0,0,2,1,1,0,0,1,0,0,0,0.6775
0,20,0,0,0,0,0,1,0,0,0,0,0,0.6030236549226486
0,26,0,0,1,1,0,1,0,0,0,0,0,0.43422619047619043
0,47,0,0,0,1,0,1,0,0,0,0,0,0.7758333333333334
0,22,0,0,0,1,0,0,0,1,0,0,0,0.7800949605949608
0,30,1,0,15,0,1,1,0,0,0,0,0,0.78
0,34,0,0,1,1,1,0,0,0,0,0,1,0.6666666666666667
0,26,0,0,0,1,1,1,0,0,0,0,0,0.5134653679653679
0,22,0,0,0,0,0,1,0,0,0,0,0,0.5893349689804467
1,45,0,0,1,0,0,1,0,0,0,0,0,0.665
0,33,0,0,1,0,1,0,0,1,0,0,0,0.0175
0,27,0,1,7,1,1,0,0,1,0,0,0,0.713
0,31,0,0,1,0,0,0,0,1,0,0,0,0.9620000000000001
0,27,0,0,3,1,1,1,0,0,0,0,0,0.9259999999999999
0,19,1,2,3,0,1,1,0,0,0,0,0,0.665
0,37,0,0,4,0,0,0,0,0,1,0,0,0.15666666666666665
0,44,0,0,0,0,0,0,0,0,1,0,0,0.0
0,24,0,1,4,0,1,1,0,0,0,0,0,0.94
0,28,0,0,2,1,0,1,0,0,0,0,0,0.9466666666666668
0,24,0,0,7,0,1,1,0,0,0,0,0,0.995
0,28,0,0,1,0,1,0,0,0,0,0,1,0.8683333333333333
1,28,0,0,4,0,0,1,0,0,0,0,0,0.5643333333333335
0,32,0,0,3,0,0,0,0,1,0,0,0,0.9133333333333333
0,24,0,0,2,1,0,0,0,1,0,0,0,0.19633333333333333
0,27,0,0,2,1,1,1,0,0,0,0,0,0.946
0,51,0,0,3,0,0,0,0,1,0,0,0,0.48475
0,36,0,0,0,1,1,0,0,0,1,0,0,0.0875
0,23,0,0,0,0,1,0,0,1,0,0,0,0.2835919244154537
0,26,0,0,0,1,0,0,0,1,0,0,0,0.34323987123987115
0,47,0,0,23,1,1,1,0,0,0,0,0,0.6
0,31,0,0,1,0,0,1,0,0,0,0,0,0.3178809523809524
0,57,0,0,3,0,0,0,0,0,1,0,0,0.145
0,47,0,0,21,0,1,1,0,0,0,0,0,0.84
1,24,0,0,0,1,0,1,0,0,0,0,0,0.945
1,22,0,0,1,1,0,0,0,1,0,0,0,0.07
0,48,0,0,18,0,1,0,0,1,0,0,0,0.93
0,19,0,0,1,0,1,1,0,0,0,0,0,0.9851923076923076
0,21,0,0,1,0,0,1,0,0,0,0,0,0.6912543360062707
1,51,0,0,0,1,0,0,0,1,0,0,0,0.105
0,38,0,0,2,1,1,1,0,0,0,0,0,0.13766666666666666
0,32,2,0,15,0,1,1,0,0,0,0,0,0.87
0,27,2,1,5,0,1,1,0,0,0,0,0,0.7425
0,26,0,1,10,0,1,1,0,0,0,0,0,0.89
0,29,0,0,9,0,1,1,0,0,0,0,0,0.9249999999999998
1,20,1,0,1,0,1,1,0,0,0,0,0,0.24
1,35,0,0,2,0,0,0,0,1,0,0,0,0.41476190476190483
0,23,0,0,1,0,0,1,0,0,0,0,0,0.48953122531063736
0,23,0,0,0,0,0,1,0,0,0,0,0,0.12083261183261178
1,32,0,0,0,0,0,1,0,0,0,0,0,0.1655
0,30,0,0,1,0,0,1,0,0,0,0,0,0.13941224053724052
0,45,0,0,6,0,1,0,0,0,1,0,0,0.15
0,28,2,1,11,0,0,1,0,0,0,0,0,0.76
0,29,0,0,1,1,0,0,0,1,0,0,0,0.10792857142857144
0,38,0,0,15,0,0,1,0,0,0,0,0,0.89
0,30,0,0,0,0,0,1,0,0,0,0,0,0.6446666666666665
0,34,0,0,1,0,0,0,0,0,1,0,0,0.055
0,29,0,0,2,1,1,0,0,1,0,0,0,0.6876666666666666
0,38,0,0,0,1,1,0,0,1,0,0,0,0.0175
0,21,0,0,0,0,1,0,0,1,0,0,0,1.0
1,38,0,0,1,1,1,0,0,1,0,0,0,0.20033333333333328
0,24,1,2,3,1,0,0,0,1,0,0,0,0.61
0,32,0,0,2,0,0,0,0,1,0,0,0,0.7633333333333334
0,56,0,0,6,0,1,0,0,0,0,0,1,0.122
0,26,0,0,3,0,1,1,0,0,0,0,0,0.9556666666666664
0,43,0,0,1,1,1,0,0,0,1,0,0,0.06233333333333333
0,22,0,0,0,0,0,0,0,1,0,0,0,0.31194123850006206
0,28,0,0,0,1,0,1,0,0,0,0,0,0.6220476190476188
1,26,0,0,5,0,1,1,0,0,0,0,0,0.9144761904761906
1,49,0,0,2,1,1,0,0,1,0,0,0,0.23416666666666663
0,36,0,0,8,0,1,0,0,1,0,0,0,0.16016666666666665
0,37,0,0,2,1,1,0,0,0,1,0,0,0.2633333333333333
0,21,0,0,1,0,1,1,0,0,0,0,0,0.6912543360062707
0,46,0,0,0,0,0,0,0,1,0,0,0,0.3951666666666667
0,21,0,0,0,0,1,1,0,0,0,0,0,0.7243521352252899
0,33,0,0,5,1,1,1,0,0,0,0,0,0.815
1,20,0,0,0,0,1,1,0,0,0,0,0,0.09252747252747254
1,28,0,0,0,0,1,1,0,0,0,0,0,0.7749999999999997
0,21,0,0,1,0,1,0,0,1,0,0,0,0.21570634920634912
0,25,0,0,2,1,1,1,0,0,0,0,0,0.9175833333333333
1,26,0,0,3,0,1,1,0,0,0,0,0,0.6051190476190476
0,24,0,0,0,0,0,0,0,1,0,0,0,0.0
0,57,0,0,0,1,0,0,0,0,0,0,1,0.035833333333333335
0,53,0,0,36,0,1,0,0,1,0,0,0,0.96
0,33,0,0,0,1,0,0,0,0,0,0,1,0.77
0,34,0,0,0,1,1,1,0,0,0,0,0,0.2198730158730159
1,31,0,0,2,0,1,1,0,0,0,0,0,0.26161904761904764
1,24,0,0,0,0,0,0,0,1,0,0,0,0.03
0,54,0,0,4,0,1,1,0,0,0,0,0,0.65
0,23,0,0,2,0,1,0,0,1,0,0,0,0.44966666666666677
1,46,0,0,4,0,0,1,0,0,0,0,0,0.285
0,49,0,0,12,0,1,0,0,1,0,0,0,0.9
0,37,0,0,2,1,0,0,0,1,0,0,0,0.7043333333333334
1,60,0,0,0,1,0,0,0,1,0,0,0,0.0
1,36,0,0,1,0,1,1,0,0,0,0,0,0.44704761904761914
0,21,0,0,1,0,0,1,0,0,0,0,0,0.6912543360062707
0,30,0,0,4,0,1,0,0,1,0,0,0,0.4273333333333333
1,26,0,0,0,1,0,1,0,0,0,0,0,0.046
0,25,0,0,11,0,1,1,0,0,0,0,0,0.84
0,26,0,1,8,0,1,1,0,0,0,0,0,0.319
0,28,0,0,2,1,1,1,0,0,0,0,0,0.9466666666666668
0,22,0,0,2,1,1,0,0,1,0,0,0,0.6775
1,49,0,0,1,0,0,0,0,1,0,0,0,0.11833333333333335
0,21,0,0,0,0,0,1,0,0,0,0,0,0.7243521352252899
1,42,0,0,8,0,1,1,0,0,0,0,0,0.74
0,27,0,0,0,0,0,0,0,1,0,0,0,0.4351381673881674
0,39,0,1,3,1,1,0,0,1,0,0,0,0.33
1,19,0,0,1,0,1,1,0,0,0,0,0,0.244
0,30,0,0,1,1,1,0,0,1,0,0,0,0.11900000000000001
0,21,1,0,2,0,0,1,0,0,0,0,0,0.7827500000000001
0,51,0,0,3,0,0,0,0,1,0,0,0,0.48475
1,30,0,0,0,1,1,0,0,0,1,0,0,0.565
0,21,0,0,1,0,1,1,0,0,0,0,0,0.6912543360062707
0,54,0,0,3,1,0,1,0,0,0,0,0,0.6779166666666667
0,24,0,0,1,0,0,0,0,0,1,0,0,0.14366666666666666
1,36,0,0,7,0,1,1,0,0,0,0,0,0.775
0,26,0,0,1,0,0,0,0,0,1,0,0,0.27
0,45,0,0,1,1,0,0,0,1,0,0,0,0.07833333333333334
0,39,0,0,2,0,1,0,0,1,0,0,0,0.22202380952380948
1,24,0,0,2,0,0,1,0,0,0,0,0,0.8895000000000001
1,25,0,0,2,0,1,1,0,0,0,0,0,0.16
1,29,0,0,2,0,1,1,0,0,0,0,0,0.21333333333333332
1,44,0,0,0,1,1,0,0,1,0,0,0,0.06
1,50,0,0,3,0,0,1,0,0,0,0,0,0.14
0,27,0,0,7,1,1,1,0,0,0,0,0,0.8663333333333333
0,25,0,0,1,0,0,1,0,0,0,0,0,0.4180902985902986
0,57,0,0,3,0,0,0,0,1,0,0,0,0.15
0,32,0,0,6,1,1,1,0,0,0,0,0,0.8966666666666667
0,27,0,0,4,0,1,1,0,0,0,0,0,1.0
0,57,0,0,21,1,1,0,0,1,0,0,0,0.69
0,28,0,0,8,0,1,1,0,0,0,0,0,0.9516666666666665
0,28,0,0,16,0,1,0,0,0,1,0,0,0.7375
0,36,0,0,1,1,0,1,0,0,0,0,0,0.48
0,38,0,0,5,1,1,0,0,1,0,0,0,0.17935714285714283
0,36,0,0,4,0,1,0,0,1,0,0,0,0.7791666666666666
1,58,0,0,4,0,1,1,0,0,0,0,0,0.013333333333333332
0,46,0,0,15,0,0,0,0,0,1,0,0,0.85
0,21,4,0,4,0,1,1,0,0,0,0,0,0.94625
0,63,0,0,1,0,0,0,0,1,0,0,0,0.26
0,32,0,0,2,0,0,1,0,0,0,0,0,0.0635
0,37,0,0,5,1,1,1,0,0,0,0,0,0.44816666666666677
0,33,0,0,4,0,0,1,0,0,0,0,0,0.6170000000000002
0,34,0,0,12,0,0,1,0,0,0,0,0,0.92
0,63,0,0,9,0,1,1,0,0,0,0,0,0.24
0,27,0,0,6,0,1,1,0,0,0,0,0,0.9525
0,43,0,0,0,1,0,0,0,1,0,0,0,0.045
1,27,0,0,1,0,1,1,0,0,0,0,0,0.0275
0,26,0,0,1,0,0,1,0,0,0,0,0,0.6226666666666667
0,23,0,0,2,1,1,1,0,0,0,0,0,0.7001547619047618
0,37,0,0,8,0,1,1,0,0,0,0,0,0.30583333333333335
0,22,0,0,13,0,1,1,0,0,0,0,0,0.9668095238095237
0,51,0,0,1,0,0,0,0,1,0,0,0,0.3876666666666666
0,39,0,4,10,1,0,1,0,0,0,0,0,0.31
0,23,0,0,6,0,1,0,0,1,0,0,0,0.94
0,56,0,0,1,1,0,0,0,1,0,0,0,0.051666666666666666
0,52,0,0,7,0,1,1,0,0,0,0,0,0.4215
0,50,0,0,8,0,0,0,0,1,0,0,0,0.9325
0,69,0,0,22,1,0,1,0,0,0,0,0,0.69
0,56,0,0,7,0,1,0,0,1,0,0,0,0.09
0,24,0,0,1,0,1,0,0,1,0,0,0,0.015
0,26,1,3,24,1,1,1,0,0,0,0,0,0.9
0,33,0,0,2,0,1,1,0,0,0,0,0,0.0935
0,22,0,0,2,0,0,1,0,0,0,0,0,0.9744563492063492
0,30,0,0,1,1,0,1,0,0,0,0,0,0.3467261904761906
1,24,0,0,2,1,0,1,0,0,0,0,0,0.9275
0,28,0,0,2,0,0,0,0,1,0,0,0,0.28595238095238096
0,49,0,0,0,0,0,0,0,1,0,0,0,0.026666666666666665
1,35,0,0,4,0,0,0,0,1,0,0,0,0.7691666666666667
0,27,0,0,11,1,1,1,0,0,0,0,0,0.99
0,35,0,0,2,0,0,0,0,0,1,0,0,0.691
0,39,0,0,0,0,0,0,0,0,1,0,0,0.04
0,25,0,0,1,1,0,1,0,0,0,0,0,0.6552063492063492
1,25,0,0,5,0,0,0,0,1,0,0,0,0.785666666666667
0,50,0,0,26,0,1,0,0,1,0,0,0,0.95
0,23,1,0,4,0,0,1,0,0,0,0,0,0.755
0,25,0,0,0,1,0,0,0,1,0,0,0,0.05878571428571429
0,40,0,0,8,0,1,0,0,0,1,0,0,0.775
0,35,0,0,5,0,0,0,0,1,0,0,0,0.8596666666666668
0,23,0,0,0,0,1,1,0,0,0,0,0,0.12083261183261178
0,20,0,0,1,0,0,0,0,1,0,0,0,0.8627063492063491
0,27,0,0,0,1,0,1,0,0,0,0,0,0.31088672438672427
0,55,0,0,13,0,1,0,0,1,0,0,0,0.8375
0,33,0,0,0,1,0,0,0,0,0,0,1,0.77
0,32,0,0,6,1,1,0,0,0,1,0,0,0.3933333333333333
1,22,0,0,4,0,1,1,0,0,0,0,0,0.915
0,67,0,0,0,1,0,0,1,0,0,0,0,0.02
0,59,0,0,2,1,1,0,0,1,0,0,0,0.59
0,36,0,0,1,0,1,0,0,1,0,0,0,0.07976190476190477
0,31,0,1,5,1,1,1,0,0,0,0,0,0.655
1,37,0,0,6,0,0,0,0,1,0,0,0,0.75
0,21,0,0,0,0,0,1,0,0,0,0,0,0.7243521352252899
0,27,0,0,2,0,0,1,0,0,0,0,0,0.5243857808857809
1,35,0,0,2,0,0,1,0,0,0,0,0,0.265
0,55,0,0,0,1,1,1,0,0,0,0,0,0.69
0,24,0,0,1,0,0,1,0,0,0,0,0,0.7471883394383392
0,21,0,0,0,0,0,0,0,0,0,0,1,0.48215079365079366
0,24,0,0,2,0,1,1,0,0,0,0,0,0.9246190476190478
1,24,0,0,0,1,1,0,0,1,0,0,0,0.0
0,21,0,0,0,0,1,1,0,0,0,0,0,0.7243521352252899
0,28,0,0,2,0,1,1,0,0,0,0,0,0.945288961038961
0,28,0,0,0,1,1,1,0,0,0,0,0,0.6220476190476188
0,23,0,0,0,1,1,1,0,0,0,0,0,0.3263095238095237
0,35,0,0,1,0,0,0,0,1,0,0,0,0.02476190476190476
1,21,0,0,0,1,0,1,0,0,0,0,0,0.3614206349206349
0,45,0,0,8,0,0,0,0,0,1,0,0,0.3
0,49,0,0,0,0,0,0,0,1,0,0,0,0.026666666666666665
0,21,0,2,2,0,1,1,0,0,0,0,0,0.8498333333333333
0,28,0,0,1,1,0,1,0,0,0,0,0,0.40950000000000003
1,44,0,0,11,0,1,0,0,1,0,0,0,0.5466666666666666
0,24,0,0,0,0,0,1,0,0,0,0,0,0.32248195432018945
0,44,0,0,0,1,0,0,0,0,1,0,0,0.01
0,52,0,0,2,0,0,0,0,0,0,0,1,0.06
1,63,0,0,1,0,0,0,0,0,1,0,0,0.075
0,27,1,0,6,0,1,1,0,0,0,0,0,0.98
1,28,0,0,0,1,0,1,0,0,0,0,0,0.5439523809523812
0,30,0,1,7,0,0,1,0,0,0,0,0,0.9
0,22,0,0,3,0,0,1,0,0,0,0,0,0.8036944444444439
0,25,0,0,4,0,0,0,0,1,0,0,0,0.5306666666666667
0,21,0,0,2,0,0,0,0,1,0,0,0,0.8866666666666666
0,50,0,0,0,0,0,0,0,1,0,0,0,0.42583333333333345
0,25,0,0,3,0,0,0,0,1,0,0,0,0.15916666666666668
0,50,0,0,10,0,0,0,0,1,0,0,0,0.85
0,29,0,0,0,0,0,1,0,0,0,0,0,0.16474783549783548
0,27,0,0,13,0,1,1,0,0,0,0,0,1.0
0,44,0,0,0,1,0,0,0,1,0,0,0,0.664452380952381
0,25,0,0,4,1,0,1,0,0,0,0,0,0.7677777777777777
1,21,0,0,0,0,0,0,0,1,0,0,0,0.21869444444444436
0,30,0,0,19,0,1,0,0,1,0,0,0,0.8033333333333332
0,41,2,0,18,1,1,1,0,0,0,0,0,0.53
0,44,0,0,24,1,0,1,0,0,0,0,0,0.85
0,22,0,0,1,0,1,1,0,0,0,0,0,0.6961177123530067
0,36,0,0,4,0,1,0,0,1,0,0,0,0.7791666666666666
0,53,0,0,3,0,1,1,0,0,0,0,0,0.095
0,53,0,0,15,0,1,1,0,0,0,0,0,0.51
0,25,0,0,0,0,0,0,0,0,0,0,1,0.732
0,29,0,0,0,0,0,1,0,0,0,0,0,0.16474783549783548
0,49,0,0,0,1,0,0,0,1,0,0,0,0.04553571428571429
1,52,0,0,0,1,0,0,0,1,0,0,0,0.03166666666666666
0,25,0,0,1,0,1,0,0,0,0,0,1,0.8719523809523809
0,26,0,0,6,0,0,1,0,0,0,0,0,0.7018517316017316
0,65,0,0,3,0,0,0,0,1,0,0,0,0.1
0,28,0,0,6,1,1,0,0,1,0,0,0,0.6675
0,47,0,0,3,1,1,1,0,0,0,0,0,0.245
0,33,0,0,0,0,0,1,0,0,0,0,0,0.6526944444444444
0,41,0,0,0,1,0,0,0,1,0,0,0,0.012
0,25,0,0,1,0,0,1,0,0,0,0,0,0.4180902985902986
0,30,0,0,0,0,0,1,0,0,0,0,0,0.6446666666666665
0,23,0,0,1,0,1,1,0,0,0,0,0,0.48953122531063736
0,39,0,0,0,1,0,0,0,1,0,0,0,0.02
0,25,0,0,1,0,0,0,0,1,0,0,0,0.0025
0,22,0,0,0,1,1,1,0,0,0,0,0,0.22524437988911664
0,23,0,0,0,0,0,0,0,1,0,0,0,0.2835919244154537
1,23,0,0,3,0,1,1,0,0,0,0,0,0.6693333333333333
0,25,0,0,2,0,1,0,0,1,0,0,0,0.4361547619047618
1,30,0,0,0,1,0,1,0,0,0,0,0,0.4457142857142858
0,32,0,0,2,0,1,0,0,1,0,0,0,0.7633333333333334
1,28,0,0,1,0,0,1,0,0,0,0,0,0.06333333333333332
1,31,0,0,0,0,1,0,0,1,0,0,0,0.2969444444444444
1,40,0,0,2,1,0,0,0,0,1,0,0,0.04
0,22,0,0,0,0,0,0,0,1,0,0,0,0.31194123850006206
0,55,0,0,0,0,0,0,0,1,0,0,0,0.026666666666666665
0,35,0,0,1,0,1,0,0,1,0,0,0,0.02476190476190476
0,37,0,0,6,0,1,0,0,0,1,0,0,0.73
0,45,0,0,8,1,1,0,0,1,0,0,0,0.3316666666666667
0,19,3,0,3,0,1,1,0,0,0,0,0,0.84
0,26,0,1,11,0,1,1,0,0,0,0,0,0.93
0,55,0,0,0,0,0,1,0,0,0,0,0,0.816
0,24,0,0,2,0,0,1,0,0,0,0,0,0.9246190476190478
0,44,0,0,6,0,1,0,0,1,0,0,0,0.6633333333333334
0,29,0,0,2,1,1,1,0,0,0,0,0,0.4957857142857143
0,26,0,1,24,0,1,1,0,0,0,0,0,0.91
0,30,0,0,0,1,0,1,0,0,0,0,0,0.41585714285714287
1,25,0,0,1,1,1,0,0,1,0,0,0,0.93
0,22,0,0,0,1,0,0,0,0,1,0,0,0.15333333333333332
0,45,0,0,1,0,1,0,0,1,0,0,0,0.12766666666666668
0,40,0,0,1,0,0,0,0,0,0,0,1,0.565
0,48,1,0,10,0,1,1,0,0,0,0,0,0.82
0,51,0,0,0,0,0,0,0,1,0,0,0,0.10749999999999998
0,36,0,0,4,0,0,1,0,0,0,0,0,0.1325
0,38,0,0,3,0,0,0,0,0,1,0,0,0.19916666666666663
1,35,0,0,1,1,0,1,0,0,0,0,0,0.08
0,34,0,0,0,0,0,0,0,1,0,0,0,0.6421944444444443
0,55,0,0,0,1,0,0,0,1,0,0,0,0.01
0,26,0,0,3,1,1,1,0,0,0,0,0,0.7361666666666667
0,56,0,0,22,0,1,1,0,0,0,0,0,0.86
0,46,0,0,3,1,1,1,0,0,0,0,0,0.221
0,49,0,0,12,1,0,0,0,1,0,0,0,0.72
0,31,0,0,3,0,1,1,0,0,0,0,0,0.9551904761904761
0,24,0,0,1,0,0,0,0,0,1,0,0,0.14366666666666666
0,33,0,0,2,0,1,1,0,0,0,0,0,0.0935
0,29,0,0,17,0,1,1,0,0,0,0,0,0.96
0,37,0,0,0,0,0,0,0,1,0,0,0,0.37021031746031746
0,27,0,0,1,1,1,0,0,1,0,0,0,0.062095238095238085
1,56,0,0,0,1,0,1,0,0,0,0,0,0.04
0,25,0,0,1,1,0,1,0,0,0,0,0,0.6552063492063492
0,27,0,0,3,1,1,1,0,0,0,0,0,0.9259999999999999
1,34,0,0,5,0,1,0,0,1,0,0,0,0.825
0,24,0,0,0,0,0,0,0,1,0,0,0,0.0
0,47,0,0,3,0,0,1,0,0,0,0,0,0.20333333333333337
1,23,0,0,6,1,0,1,0,0,0,0,0,0.67
0,33,0,0,3,0,0,0,0,1,0,0,0,0.5646865079365079
1,35,0,0,12,0,1,1,0,0,0,0,0,0.65
0,35,0,0,2,1,1,0,0,1,0,0,0,0.6966666666666665
0,29,0,0,16,0,1,1,0,0,0,0,0,0.93
0,31,0,0,1,1,1,1,0,0,0,0,0,0.13788888888888887
0,45,1,0,12,1,1,1,0,0,0,0,0,0.94
0,30,0,0,1,1,1,0,0,1,0,0,0,0.11900000000000001
1,29,0,0,0,0,0,0,0,1,0,0,0,0.85164898989899
0,26,0,0,1,1,0,1,0,0,0,0,0,0.43422619047619043
0,48,0,0,7,1,1,1,0,0,0,0,0,0.7913333333333332
0,33,0,1,6,1,1,1,0,0,0,0,0,0.65
0,23,0,0,0,0,0,1,0,0,0,0,0,0.12083261183261178
1,35,0,0,1,1,0,0,0,1,0,0,0,0.3455
1,21,0,0,0,1,0,1,0,0,0,0,0,0.3614206349206349
1,51,0,0,14,0,0,0,0,1,0,0,0,0.55
1,25,0,0,6,0,0,0,0,1,0,0,0,0.8031666666666669
0,41,0,1,10,0,1,1,0,0,0,0,0,0.5233333333333333
0,40,0,0,5,0,1,1,0,0,0,0,0,0.12571428571428572
0,57,0,0,9,0,1,0,0,1,0,0,0,0.58
0,35,0,0,3,0,1,0,0,0,1,0,0,0.29933333333333334
0,45,0,0,1,1,0,0,0,0,1,0,0,0.3456666666666667
0,36,0,0,0,0,0,0,0,0,0,0,1,0.8883333333333333
0,26,0,0,4,0,1,0,0,1,0,0,0,0.8488333333333336
1,29,0,0,0,1,0,0,0,1,0,0,0,0.01
0,41,0,0,0,0,0,0,0,1,0,0,0,0.37190476190476196
1,30,0,0,1,0,0,0,0,1,0,0,0,0.0634126984126984
0,21,0,0,0,0,0,1,0,0,0,0,0,0.7243521352252899
0,24,0,0,1,0,1,0,0,0,1,0,0,0.14366666666666666
0,30,0,0,5,0,1,0,0,0,1,0,0,0.7708333333333333
1,27,0,0,0,1,0,1,0,0,0,0,0,0.8433333333333333
0,22,0,0,1,0,1,0,0,0,1,0,0,0.19784126984126985
0,53,0,0,1,0,0,0,0,1,0,0,0,0.542452380952381
0,45,0,0,0,0,0,0,0,1,0,0,0,0.04
0,20,0,0,0,1,1,0,0,1,0,0,0,0.3328971861471861
0,49,0,0,8,0,0,0,0,1,0,0,0,0.8775
0,22,0,0,1,1,0,0,0,1,0,0,0,0.9274404761904762
0,24,0,0,0,1,1,1,0,0,0,0,0,0.4955171217671217
0,42,0,0,1,0,0,0,0,0,0,0,1,0.16
1,24,0,0,2,0,0,0,0,1,0,0,0,0.04916666666666667
0,32,0,0,1,1,0,1,0,0,0,0,0,0.12622222222222224
0,54,0,0,9,1,0,1,0,0,0,0,0,0.6516666666666667
0,26,0,0,1,1,0,0,0,1,0,0,0,0.09533333333333333
0,38,0,5,37,1,1,1,0,0,0,0,0,0.41
0,23,0,0,3,1,0,1,0,0,0,0,0,0.8645
0,38,0,0,5,1,1,0,0,1,0,0,0,0.17935714285714283
0,53,0,0,2,0,0,1,0,0,0,0,0,0.5366666666666667
0,41,0,0,5,1,1,0,0,1,0,0,0,0.21102380952380956
0,29,0,1,8,0,1,0,0,1,0,0,0,0.92
0,66,0,0,1,1,0,0,0,1,0,0,0,0.1675
0,28,0,0,4,0,1,1,0,0,0,0,0,1.0
0,26,0,0,3,0,1,0,0,1,0,0,0,0.22216666666666665
0,33,0,0,0,0,0,1,0,0,0,0,0,0.6526944444444444
0,27,0,0,6,1,1,1,0,0,0,0,0,0.8547976190476189
1,65,0,0,1,0,0,0,0,1,0,0,0,0.14
0,21,1,0,1,0,1,0,0,0,1,0,0,0.8723333333333333
0,28,0,0,9,0,1,1,0,0,0,0,0,0.9683333333333334
0,29,0,4,15,0,1,1,0,0,0,0,0,0.91
0,27,0,0,5,0,1,1,0,0,0,0,0,0.8548095238095237
1,57,0,0,1,1,0,0,0,0,1,0,0,0.0
1,31,0,0,1,1,0,1,0,0,0,0,0,0.6366666666666666
0,22,0,1,3,0,1,1,0,0,0,0,0,0.9599999999999999
0,20,0,0,1,0,0,1,0,0,0,0,0,0.9656034798534797
1,49,0,0,1,0,0,1,0,0,0,0,0,0.5808333333333333
